level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1715	2450	-1	
2	1	1	0	0	0	316	32	255	29	-1	
3	1	1	1	0	0	316	32	255	29	-1	
4	1	1	1	1	0	316	32	255	29	-1	
5	1	1	1	1	1	316	32	100	26	75.756012	Puate
5	1	1	1	1	2	440	34	56	26	95.062904	No.
5	1	1	1	1	3	520	36	51	25	95.791359	129
2	1	2	0	0	0	1609	0	106	2450	-1	
3	1	2	1	0	0	1609	0	106	2450	-1	
4	1	2	1	1	0	1609	0	106	2450	-1	
5	1	2	1	1	1	1609	0	106	2450	95.000000	 
2	1	3	0	0	0	1460	1074	23	249	-1	
3	1	3	1	0	0	1460	1074	23	249	-1	
4	1	3	1	1	0	1460	1074	23	249	-1	
5	1	3	1	1	1	1462	1074	21	146	0.000000	DNILVWTd
5	1	3	1	1	2	1460	1235	21	88	82.549248	TTOH
2	1	4	0	0	0	1390	1474	35	96	-1	
3	1	4	1	0	0	1390	1474	35	96	-1	
4	1	4	1	1	0	1390	1474	35	96	-1	
5	1	4	1	1	1	1390	1474	35	68	40.420631	9912
5	1	4	1	1	2	1397	1551	27	19	79.262924	W
2	1	5	0	0	0	0	1110	0	114	-1	
3	1	5	1	0	0	0	1110	0	114	-1	
4	1	5	1	1	0	0	1110	0	114	-1	
5	1	5	1	1	1	0	1110	0	114	95.000000	   
2	1	6	0	0	0	0	1157	0	199	-1	
3	1	6	1	0	0	0	1157	0	199	-1	
4	1	6	1	1	0	0	1157	0	67	-1	
5	1	6	1	1	1	0	1157	0	67	95.000000	    
4	1	6	1	2	0	0	1272	0	84	-1	
5	1	6	1	2	1	0	1272	0	84	95.000000	  
2	1	7	0	0	0	1250	1025	153	1234	-1	
3	1	7	1	0	0	1375	1340	33	421	-1	
4	1	7	1	1	0	1375	1622	26	139	-1	
5	1	7	1	1	1	1375	1622	26	139	38.468060	ae
3	1	7	2	0	0	1284	1025	119	1211	-1	
4	1	7	2	1	0	1284	1025	119	1211	-1	
5	1	7	2	1	1	1324	1025	78	103	31.268173	WO
5	1	7	2	1	2	1284	1203	119	340	14.005981	Be
5	1	7	2	1	3	1371	1587	31	84	0.000000	inc
5	1	7	2	1	4	1280	1751	127	107	30.938202	een
5	1	7	2	1	5	1309	2124	32	112	33.674614	ee
4	1	7	2	2	0	1299	1135	38	717	-1	
5	1	7	2	2	1	1324	1135	13	85	25.827621	ue
5	1	7	2	2	2	1303	1319	32	36	62.771679	GO0Z
5	1	7	2	2	3	1303	1401	31	14	25.334160	WN
5	1	7	2	2	4	1299	1584	31	93	0.000000	p8GlW
5	1	7	2	2	5	1289	1711	51	22	63.390175	/
5	1	7	2	2	6	1305	1743	30	109	54.889053	90CZW
3	1	7	3	0	0	1250	1420	88	839	-1	
4	1	7	3	1	0	1250	1420	88	839	-1	
5	1	7	3	1	1	1250	1420	64	40	0.000000	-
5	1	7	3	1	2	1270	1540	53	15	92.833511	\
5	1	7	3	1	3	1261	1591	40	67	37.269444	eset
5	1	7	3	1	4	1257	1720	81	202	18.620010	Mae
5	1	7	3	1	5	1254	1947	65	86	20.824768	19GIWN
5	1	7	3	1	6	1262	2150	30	73	42.516956	9GLT
