level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1625	2450	-1	
2	1	1	0	0	0	456	41	524	22	-1	
3	1	1	1	0	0	456	41	524	22	-1	
4	1	1	1	1	0	456	41	524	22	-1	
5	1	1	1	1	1	456	41	277	21	93.120033	NOMENCLATURE
5	1	1	1	1	2	749	42	231	21	90.372032	LIST—Continued
2	1	2	0	0	0	60	86	1310	12	-1	
3	1	2	1	0	0	60	86	1310	12	-1	
4	1	2	1	1	0	60	86	1310	12	-1	
5	1	2	1	1	1	60	86	1310	12	95.000000	 
2	1	3	0	0	0	110	146	106	20	-1	
3	1	3	1	0	0	110	146	106	20	-1	
4	1	3	1	1	0	110	146	106	20	-1	
5	1	3	1	1	1	110	146	53	20	96.670036	Part
5	1	3	1	1	2	173	146	43	20	96.807770	No.
2	1	4	0	0	0	285	122	105	71	-1	
3	1	4	1	0	0	285	122	105	71	-1	
4	1	4	1	1	0	286	122	104	21	-1	
5	1	4	1	1	1	286	122	104	21	96.022377	Number
4	1	4	1	2	0	319	152	39	23	-1	
5	1	4	1	2	1	319	152	39	23	96.534355	per
4	1	4	1	3	0	285	172	104	21	-1	
5	1	4	1	3	1	285	172	104	21	96.604630	machine
2	1	5	0	0	0	738	148	306	25	-1	
3	1	5	1	0	0	738	148	306	25	-1	
4	1	5	1	1	0	738	148	306	25	-1	
5	1	5	1	1	1	738	149	145	24	96.354767	Description
5	1	5	1	1	2	892	149	46	20	96.140556	and
5	1	5	1	1	3	947	148	97	21	96.505157	location
2	1	6	0	0	0	59	217	1315	12	-1	
3	1	6	1	0	0	59	217	1315	12	-1	
4	1	6	1	1	0	59	217	1315	12	-1	
5	1	6	1	1	1	59	217	1315	12	95.000000	 
2	1	7	0	0	0	48	345	231	1869	-1	
3	1	7	1	0	0	48	345	231	1869	-1	
4	1	7	1	1	0	48	345	231	1869	-1	
5	1	7	1	1	1	48	345	231	1869	95.000000	 
2	1	8	0	0	0	265	97	13	2114	-1	
3	1	8	1	0	0	265	97	13	2114	-1	
4	1	8	1	1	0	265	97	13	2114	-1	
5	1	8	1	1	1	265	97	13	2114	95.000000	 
2	1	9	0	0	0	376	353	11	242	-1	
3	1	9	1	0	0	376	353	11	242	-1	
4	1	9	1	1	0	376	353	11	242	-1	
5	1	9	1	1	1	377	553	9	42	38.409351	oo
5	1	9	1	1	2	376	353	11	143	0.000000	BNR
2	1	10	0	0	0	376	627	11	93	-1	
3	1	10	1	0	0	376	627	11	93	-1	
4	1	10	1	1	0	376	627	11	93	-1	
5	1	10	1	1	1	376	627	11	93	16.948837	Nee
5	1	10	1	1	2	367	623	28	24	7.266479	Dp
2	1	11	0	0	0	381	378	4	392	-1	
3	1	11	1	0	0	381	378	4	392	-1	
4	1	11	1	1	0	381	378	4	392	-1	
5	1	11	1	1	1	381	378	4	392	95.000000	 
2	1	12	0	0	0	375	801	13	120	-1	
3	1	12	1	0	0	375	801	13	120	-1	
4	1	12	1	1	0	375	801	13	120	-1	
5	1	12	1	1	1	375	801	13	120	31.631104	HERR
5	1	12	1	1	2	364	797	32	24	34.749359	00
2	1	13	0	0	0	374	1506	9	18	-1	
3	1	13	1	0	0	374	1506	9	18	-1	
4	1	13	1	1	0	374	1506	9	18	-1	
5	1	13	1	1	1	374	1506	9	18	24.243210	ee
2	1	14	0	0	0	369	1683	14	272	-1	
3	1	14	1	0	0	369	1683	14	272	-1	
4	1	14	1	1	0	369	1683	14	272	-1	
5	1	14	1	1	1	365	1837	26	118	0.000000	DWNNRE
5	1	14	1	1	2	372	1683	11	144	1.009430	NER
2	1	15	0	0	0	357	2088	24	121	-1	
3	1	15	1	0	0	357	2088	24	121	-1	
4	1	15	1	1	0	358	2088	23	19	-1	
5	1	15	1	1	1	358	2088	23	19	96.915688	12
4	1	15	1	2	0	358	2114	23	19	-1	
5	1	15	1	2	1	358	2114	23	19	96.871796	12
4	1	15	1	3	0	359	2139	22	19	-1	
5	1	15	1	3	1	359	2139	22	19	96.946762	12
4	1	15	1	4	0	357	2165	24	18	-1	
5	1	15	1	4	1	357	2165	24	18	95.417099	24
4	1	15	1	5	0	357	2191	23	18	-1	
5	1	15	1	5	1	357	2191	23	18	96.342339	24
2	1	16	0	0	0	396	97	13	2115	-1	
3	1	16	1	0	0	396	97	13	2115	-1	
4	1	16	1	1	0	396	97	13	2115	-1	
5	1	16	1	1	1	396	97	13	2115	95.000000	 
2	1	17	0	0	0	828	254	126	69	-1	
3	1	17	1	0	0	828	254	126	69	-1	
4	1	17	1	1	0	828	254	126	20	-1	
5	1	17	1	1	1	828	254	126	20	95.857010	ENGINE
4	1	17	1	2	0	832	308	117	15	-1	
5	1	17	1	2	1	832	308	38	15	95.082733	OIL
5	1	17	1	2	2	883	308	66	15	95.587883	PUMP
2	1	18	0	0	0	421	352	948	575	-1	
3	1	18	1	0	0	421	352	249	25	-1	
4	1	18	1	1	0	421	352	249	25	-1	
5	1	18	1	1	1	421	352	118	25	71.501175	Oil-pump
5	1	18	1	1	2	549	353	121	24	96.237999	assembly.
3	1	18	2	0	0	421	377	351	25	-1	
4	1	18	2	1	0	421	377	351	25	-1	
5	1	18	2	1	1	421	377	117	25	90.741936	Oil-pump
5	1	18	2	1	2	548	379	63	23	96.269066	body
5	1	18	2	1	3	623	379	75	23	96.640892	(lower
5	1	18	2	1	4	707	379	65	23	95.049927	half).
3	1	18	3	0	0	421	402	593	29	-1	
4	1	18	3	1	0	421	402	593	29	-1	
5	1	18	3	1	1	421	402	117	29	92.353577	Oil-pump
5	1	18	3	1	2	549	404	62	23	96.756279	body
5	1	18	3	1	3	623	404	75	23	80.833672	(ower
5	1	18	3	1	4	707	404	55	23	96.885620	half)
5	1	18	3	1	5	774	404	54	23	96.509323	plug
5	1	18	3	1	6	840	403	95	24	76.643860	(14-inch
5	1	18	3	1	7	944	403	70	24	96.792824	pipe).
3	1	18	4	0	0	421	428	267	24	-1	
4	1	18	4	1	0	421	428	267	24	-1	
5	1	18	4	1	1	421	428	118	24	89.812462	Oil-pump
5	1	18	4	1	2	549	429	139	20	96.654999	connection.
3	1	18	5	0	0	421	452	641	25	-1	
4	1	18	5	1	0	421	452	641	25	-1	
5	1	18	5	1	1	421	452	118	24	74.307098	Oil-pump
5	1	18	5	1	2	548	454	56	19	96.303223	tube
5	1	18	5	1	3	614	454	131	20	96.194946	connection
5	1	18	5	1	4	756	454	77	23	90.861900	gasket
5	1	18	5	1	5	845	453	94	24	44.094528	(%-inch
5	1	18	5	1	6	950	453	112	24	96.588570	annular).
3	1	18	6	0	0	421	478	500	24	-1	
4	1	18	6	1	0	421	478	500	24	-1	
5	1	18	6	1	1	421	478	117	24	89.925415	Oil-pump
5	1	18	6	1	2	549	478	159	24	92.065048	driving-shaft
5	1	18	6	1	3	718	478	97	24	96.757523	bushing
5	1	18	6	1	4	827	479	94	23	96.320953	(lower).
3	1	18	7	0	0	421	503	383	24	-1	
4	1	18	7	1	0	421	503	383	24	-1	
5	1	18	7	1	1	421	503	117	24	92.145950	Oil-pump
5	1	18	7	1	2	551	503	84	23	88.932533	(ower)
5	1	18	7	1	3	647	504	90	23	96.772057	driving
5	1	18	7	1	4	747	509	57	18	96.164719	gear.
3	1	18	8	0	0	421	528	373	23	-1	
4	1	18	8	1	0	421	528	373	23	-1	
5	1	18	8	1	1	421	528	118	23	92.050995	Oil-pump
5	1	18	8	1	2	551	528	84	23	96.526779	(lower)
5	1	18	8	1	3	648	529	79	19	96.625656	driven
5	1	18	8	1	4	737	534	57	17	96.625656	gear.
3	1	18	9	0	0	421	552	332	24	-1	
4	1	18	9	1	0	421	552	332	24	-1	
5	1	18	9	1	1	421	552	117	24	89.611206	Oil-pump
5	1	18	9	1	2	548	553	128	23	95.857124	separating
5	1	18	9	1	3	685	554	68	22	96.754478	plate.
3	1	18	10	0	0	421	577	408	24	-1	
4	1	18	10	1	0	421	577	408	24	-1	
5	1	18	10	1	1	421	577	118	24	64.458458	Oil-pump
5	1	18	10	1	2	549	578	140	23	92.404411	driven-gear
5	1	18	10	1	3	698	578	40	23	96.635895	pin
5	1	18	10	1	4	750	578	79	23	96.290237	(long).
3	1	18	11	0	0	421	602	418	24	-1	
4	1	18	11	1	0	421	602	418	24	-1	
5	1	18	11	1	1	421	602	118	24	89.079277	Oil-pump
5	1	18	11	1	2	549	603	140	22	92.146317	driven-gear
5	1	18	11	1	3	698	603	39	23	96.576126	pin
5	1	18	11	1	4	750	603	89	23	96.530937	(short).
3	1	18	12	0	0	421	627	378	24	-1	
4	1	18	12	1	0	421	627	378	24	-1	
5	1	18	12	1	1	421	627	118	23	88.957108	Oil-pump
5	1	18	12	1	2	551	627	89	24	96.517090	(upper)
5	1	18	12	1	3	653	628	79	19	96.203674	driven
5	1	18	12	1	4	742	633	57	17	96.203674	gear.
3	1	18	13	0	0	421	652	387	23	-1	
4	1	18	13	1	0	421	652	387	23	-1	
5	1	18	13	1	1	421	652	118	23	89.513634	Oil-pump
5	1	18	13	1	2	551	652	89	23	96.676697	(upper)
5	1	18	13	1	3	653	652	88	23	96.805313	driving
5	1	18	13	1	4	751	657	57	18	96.723846	gear.
3	1	18	14	0	0	421	676	356	25	-1	
4	1	18	14	1	0	421	676	356	25	-1	
5	1	18	14	1	1	421	676	35	20	95.412117	Oil
5	1	18	14	1	2	466	682	72	18	96.477104	pump
5	1	18	14	1	3	549	677	62	23	96.477104	body
5	1	18	14	1	4	623	677	80	24	96.886787	(upper
5	1	18	14	1	5	713	677	64	23	95.830566	half).
3	1	18	15	0	0	422	701	711	25	-1	
4	1	18	15	1	0	422	701	711	25	-1	
5	1	18	15	1	1	422	701	117	24	89.873322	Oil-pump
5	1	18	15	1	2	549	702	63	23	96.635132	body
5	1	18	15	1	3	624	702	80	24	95.593697	(upper
5	1	18	15	1	4	713	702	55	23	96.671440	half)
5	1	18	15	1	5	780	702	54	24	96.209877	plug
5	1	18	15	1	6	847	702	128	22	96.443878	(machined
5	1	18	15	1	7	985	702	56	19	96.658028	with
5	1	18	15	1	8	1052	701	81	24	96.799072	body).
3	1	18	16	0	0	421	726	507	25	-1	
4	1	18	16	1	0	421	726	507	25	-1	
5	1	18	16	1	1	421	726	118	25	91.838020	Oil-pump
5	1	18	16	1	2	549	727	159	23	92.507439	driving-shaft
5	1	18	16	1	3	718	727	98	23	96.832222	bushing
5	1	18	16	1	4	828	726	100	24	95.938980	(upper).
3	1	18	17	0	0	421	751	948	49	-1	
4	1	18	17	1	0	421	751	948	25	-1	
5	1	18	17	1	1	421	752	118	23	89.526604	Oil-pump
5	1	18	17	1	2	553	752	63	23	96.032349	body
5	1	18	17	1	3	625	752	49	20	96.911011	bolt
5	1	18	17	1	4	686	752	31	23	78.447266	(144
5	1	18	17	1	5	726	752	102	19	90.254608	inch—28
5	1	18	17	1	6	843	752	31	23	96.652313	by
5	1	18	17	1	7	885	753	34	23	78.405670	1,5;
5	1	18	17	1	8	929	751	82	24	96.877495	inches,
5	1	18	17	1	9	1022	751	119	24	96.603661	standard)
5	1	18	17	1	10	1159	751	33	24	65.255714	(74
5	1	18	17	1	11	1202	751	52	20	96.258896	inch
5	1	18	17	1	12	1268	752	101	19	96.223717	between
4	1	18	17	2	0	444	777	185	23	-1	
5	1	18	17	2	1	444	777	58	19	96.533607	head
5	1	18	17	2	2	512	777	46	20	94.702095	and
5	1	18	17	2	3	567	777	62	23	95.822449	nut).
3	1	18	18	0	0	421	801	468	25	-1	
4	1	18	18	1	0	421	801	468	25	-1	
5	1	18	18	1	1	421	802	117	24	89.613655	Oil-pump
5	1	18	18	1	2	549	802	62	23	96.609932	body
5	1	18	18	1	3	621	802	48	20	96.597366	bolt
5	1	18	18	1	4	678	802	86	20	96.553825	washer
5	1	18	18	1	5	777	801	31	24	94.183777	(14
5	1	18	18	1	6	818	801	71	24	96.229477	inch).
3	1	18	19	0	0	421	826	529	25	-1	
4	1	18	19	1	0	421	826	529	25	-1	
5	1	18	19	1	1	421	827	117	24	92.056473	Oil-pump
5	1	18	19	1	2	548	827	63	23	96.587479	body
5	1	18	19	1	3	621	827	47	20	96.450462	bolt
5	1	18	19	1	4	678	829	42	18	96.241524	nut
5	1	18	19	1	5	732	827	32	23	58.258835	(14
5	1	18	19	1	6	773	827	104	19	91.860939	inch—28
5	1	18	19	1	7	886	826	64	23	91.588211	std.).
3	1	18	20	0	0	421	851	550	25	-1	
4	1	18	20	1	0	421	851	550	25	-1	
5	1	18	20	1	1	421	852	117	24	91.390587	Oil-pump
5	1	18	20	1	2	549	853	63	22	96.783401	body
5	1	18	20	1	3	621	853	48	19	96.653267	bolt
5	1	18	20	1	4	679	854	69	18	96.287117	cotter
5	1	18	20	1	5	760	852	31	24	47.203957	(75
5	1	18	20	1	6	802	852	31	23	96.335754	by
5	1	18	20	1	7	844	852	23	23	92.525482	14
5	1	18	20	1	8	876	851	95	24	96.604942	inches).
3	1	18	21	0	0	421	877	294	24	-1	
4	1	18	21	1	0	421	877	294	24	-1	
5	1	18	21	1	1	421	877	117	24	91.685196	Oil-pump
5	1	18	21	1	2	549	878	89	23	96.175781	driving
5	1	18	21	1	3	648	878	67	20	96.495590	shaft.
3	1	18	22	0	0	421	902	436	25	-1	
4	1	18	22	1	0	421	902	436	25	-1	
5	1	18	22	1	1	421	903	117	24	91.769913	Oil-pump
5	1	18	22	1	2	548	908	101	19	96.006714	pressure
5	1	18	22	1	3	659	903	60	20	96.951744	relief
5	1	18	22	1	4	727	902	66	20	96.701706	valve
5	1	18	22	1	5	803	904	54	18	96.821808	seat.
2	1	19	0	0	0	826	952	126	70	-1	
3	1	19	1	0	0	826	952	126	70	-1	
4	1	19	1	1	0	826	952	126	20	-1	
5	1	19	1	1	1	826	952	126	20	96.238373	ENGINE
4	1	19	1	2	0	831	1007	117	15	-1	
5	1	19	1	2	1	831	1007	38	15	94.073143	OIL
5	1	19	1	2	2	882	1007	66	14	94.892433	PUMP
2	1	20	0	0	0	420	1052	457	29	-1	
3	1	20	1	0	0	420	1052	457	29	-1	
4	1	20	1	1	0	420	1052	457	29	-1	
5	1	20	1	1	1	420	1053	117	28	90.998848	Oil-pump
5	1	20	1	1	2	547	1058	100	19	96.975426	pressure
5	1	20	1	1	3	657	1053	62	20	96.883888	relief
5	1	20	1	1	4	727	1052	66	20	96.833054	valve
5	1	20	1	1	5	803	1053	74	23	96.412888	guide.
2	1	21	0	0	0	401	1078	596	74	-1	
3	1	21	1	0	0	401	1078	596	74	-1	
4	1	21	1	1	0	401	1078	484	28	-1	
5	1	21	1	1	1	401	1099	2	2	93.230659	|
5	1	21	1	1	2	420	1078	117	28	83.781403	Oil-pump
5	1	21	1	1	3	547	1083	100	19	96.329247	pressure
5	1	21	1	1	4	657	1078	61	28	96.329247	relief
5	1	21	1	1	5	725	1078	67	20	96.679146	valve
5	1	21	1	1	6	801	1078	84	24	96.513786	spring.
4	1	21	1	2	0	401	1103	564	28	-1	
5	1	21	1	2	1	401	1112	2	19	58.847923	|
5	1	21	1	2	2	420	1103	117	28	87.826141	Oil-pump
5	1	21	1	2	3	547	1109	101	18	96.319733	pressure
5	1	21	1	2	4	658	1104	60	19	96.293335	relief
5	1	21	1	2	5	726	1103	74	20	52.692726	valve.
5	1	21	1	2	6	834	1128	3	3	52.692726	_
5	1	21	1	2	7	961	1128	4	3	0.000000	:
4	1	21	1	3	0	420	1128	577	24	-1	
5	1	21	1	3	1	420	1128	117	24	91.315422	Oil-pump
5	1	21	1	3	2	547	1134	101	18	96.715370	pressure
5	1	21	1	3	3	657	1129	62	19	96.643944	relief
5	1	21	1	3	4	726	1128	66	20	96.560959	valve
5	1	21	1	3	5	803	1128	66	24	96.238556	guide
5	1	21	1	3	6	878	1128	50	20	96.793266	lock
5	1	21	1	3	7	938	1132	59	15	96.543587	wire.
2	1	22	0	0	0	419	1153	950	175	-1	
3	1	22	1	0	0	420	1153	590	24	-1	
4	1	22	1	1	0	420	1153	590	24	-1	
5	1	22	1	1	1	420	1153	117	24	87.164078	Oil-pump
5	1	22	1	1	2	547	1159	75	15	96.296783	screen
5	1	22	1	1	3	632	1154	45	20	95.765999	and
5	1	22	1	1	4	686	1154	96	23	95.765999	housing
5	1	22	1	1	5	794	1153	84	24	96.287849	(lower)
5	1	22	1	1	6	891	1153	119	23	96.401520	assembly.
3	1	22	2	0	0	420	1178	412	24	-1	
4	1	22	2	1	0	420	1178	412	24	-1	
5	1	22	2	1	1	420	1178	117	24	86.945030	Oil-pump
5	1	22	2	1	2	547	1184	75	15	96.739601	screen
5	1	22	2	1	3	631	1179	96	23	96.306961	housing
5	1	22	2	1	4	738	1179	94	23	96.408096	(lower).
3	1	22	3	0	0	420	1204	364	24	-1	
4	1	22	3	1	0	420	1204	364	24	-1	
5	1	22	3	1	1	420	1204	117	24	90.938248	Oil-pump
5	1	22	3	1	2	547	1209	75	15	96.414734	screen
5	1	22	3	1	3	633	1204	84	24	96.456161	(lower)
5	1	22	3	1	4	729	1204	55	20	96.456161	side.
3	1	22	4	0	0	420	1229	357	24	-1	
4	1	22	4	1	0	420	1229	357	24	-1	
5	1	22	4	1	1	420	1229	100	24	80.495865	Oil-pump
5	1	22	4	1	2	547	1234	75	15	96.208229	screen
5	1	22	4	1	3	634	1229	83	23	96.672913	(lower)
5	1	22	4	1	4	729	1232	48	20	96.648499	top.
3	1	22	5	0	0	419	1254	502	24	-1	
4	1	22	5	1	0	419	1254	502	24	-1	
5	1	22	5	1	1	419	1254	101	24	91.889702	Oil-pump
5	1	22	5	1	2	547	1255	62	23	95.904655	body
5	1	22	5	1	3	621	1254	83	24	95.701332	(lower)
5	1	22	5	1	4	716	1254	67	20	96.565552	lower
5	1	22	5	1	5	792	1254	49	19	96.737907	half
5	1	22	5	1	6	849	1259	72	14	96.373474	cover.
3	1	22	6	0	0	419	1278	950	50	-1	
4	1	22	6	1	0	419	1278	950	50	-1	
5	1	22	6	1	1	419	1279	27	20	81.394241	Oi
5	1	22	6	1	2	456	1284	80	44	8.853142	is
5	1	22	6	1	3	551	1280	63	23	96.598099	body
5	1	22	6	1	4	630	1280	75	23	96.436882	(lower
5	1	22	6	1	5	719	1279	55	24	96.381805	half)
5	1	22	6	1	6	786	1284	65	15	96.437347	cover
5	1	22	6	1	7	866	1278	64	20	96.455627	drain
5	1	22	6	1	8	944	1279	54	23	96.041786	plug
5	1	22	6	1	9	1015	1278	63	24	96.082954	(plug
5	1	22	6	1	10	1092	1278	23	24	81.783669	5
5	1	22	6	1	11	1129	1278	103	20	90.888237	inch—18
5	1	22	6	1	12	1246	1279	58	23	90.751076	thd.,
5	1	22	6	1	13	1319	1279	50	19	96.902481	hex.
4	1	22	6	2	0	442	1305	58	19	-1	
5	1	22	6	2	1	442	1305	58	19	91.646347	hd.).
2	1	23	0	0	0	400	1325	891	53	-1	
3	1	23	1	0	0	400	1325	891	53	-1	
4	1	23	1	1	0	400	1325	891	28	-1	
5	1	23	1	1	1	400	1325	2	15	81.353271	|
5	1	23	1	1	2	419	1329	117	24	91.348190	Oil-pump
5	1	23	1	1	3	545	1329	64	23	96.787010	body
