level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1625	2450	-1	
2	1	1	0	0	0	598	0	66	25	-1	
3	1	1	1	0	0	598	0	66	25	-1	
4	1	1	1	1	0	598	0	66	25	-1	
5	1	1	1	1	1	598	0	30	37	0.000000	ae
5	1	1	1	1	2	637	0	31	37	25.339958	<3)
2	1	2	0	0	0	0	87	1286	2277	-1	
3	1	2	1	0	0	0	87	1286	2277	-1	
4	1	2	1	1	0	1222	87	64	23	-1	
5	1	2	1	1	1	1222	87	64	23	96.833237	Page
4	1	2	1	2	0	0	107	1286	40	-1	
5	1	2	1	2	1	0	111	44	18	80.603020	are
5	1	2	1	2	2	58	107	58	25	96.892700	and
5	1	2	1	2	3	130	109	205	29	96.493156	maintenance
5	1	2	1	2	4	350	113	29	25	93.292404	of
5	1	2	1	2	5	393	117	778	30	8.628456	generator___.__-_____._________.___...._.__
5	1	2	1	2	6	1235	120	51	26	95.732132	169
4	1	2	1	3	0	0	145	1285	44	-1	
5	1	2	1	3	1	0	145	1168	44	16.358078	Re
5	1	2	1	3	2	545	141	192	52	24.450226	ae
5	1	2	1	3	3	857	141	201	52	13.130272	ee
5	1	2	1	3	4	1250	163	35	24	95.858269	24
4	1	2	1	4	0	0	188	1284	43	-1	
5	1	2	1	4	1	0	188	122	25	22.062393	UUM
5	1	2	1	4	2	170	193	31	25	24.976379	OL
5	1	2	1	4	3	215	195	67	25	0.000000	Od
5	1	2	1	4	4	286	218	25	2	0.000000	s:
5	1	2	1	4	5	369	218	141	6	3.313026	ao
5	1	2	1	4	6	548	222	79	3	5.640678	gS
5	1	2	1	4	7	646	223	34	3	30.083664	at
5	1	2	1	4	8	722	223	54	4	31.329491	ee
5	1	2	1	4	9	799	225	70	3	19.398460	ee
5	1	2	1	4	10	1032	225	131	6	13.387611	ae
5	1	2	1	4	11	1249	205	35	25	96.985619	20
4	1	2	1	5	0	0	229	1284	43	-1	
5	1	2	1	5	1	0	229	62	25	0.000000	ORAS.
5	1	2	1	5	2	77	232	97	33	7.431633	Stine
5	1	2	1	5	3	246	257	44	4	0.000000	as
5	1	2	1	5	4	306	259	96	4	15.644699	Aes
5	1	2	1	5	5	454	261	59	4	25.995949	ee
5	1	2	1	5	6	522	263	646	9	35.058144	eee
5	1	2	1	5	7	1083	225	44	51	39.050575	le
5	1	2	1	5	8	1232	247	52	25	94.211166	134
4	1	2	1	6	0	0	270	1283	44	-1	
5	1	2	1	6	1	0	270	181	37	0.000000	aaa
5	1	2	1	6	2	197	278	162	26	19.587250	(Ostemoves
5	1	2	1	6	3	437	302	57	5	0.000000	es
5	1	2	1	6	4	1231	289	52	25	96.373566	134
4	1	2	1	7	0	0	312	1282	43	-1	
5	1	2	1	7	1	0	312	69	32	32.178947	LU
5	1	2	1	7	2	157	314	131	30	0.000000	Clee
5	1	2	1	7	3	416	342	115	7	34.742760	ee
5	1	2	1	7	4	654	347	138	5	32.019104	a
5	1	2	1	7	5	850	350	34	3	17.610085	oe
5	1	2	1	7	6	918	351	80	2	6.304794	cone
5	1	2	1	7	7	1028	352	25	2	32.937775	a
5	1	2	1	7	8	1247	331	35	24	95.895172	24
4	1	2	1	8	0	0	353	1282	45	-1	
5	1	2	1	8	1	0	353	154	29	6.122131	Se
5	1	2	1	8	2	169	360	997	37	0.000000	ecient
5	1	2	1	8	3	853	349	166	52	38.194016	a
5	1	2	1	8	4	1230	373	52	25	95.856575	130
4	1	2	1	9	0	0	395	1280	44	-1	
5	1	2	1	9	1	0	395	67	33	8.990944	UN
5	1	2	1	9	2	83	398	264	34	17.342262	ee
5	1	2	1	9	3	351	426	814	13	5.812622	ee
5	1	2	1	9	4	810	391	148	52	19.174957	ee
5	1	2	1	9	5	1031	391	135	52	33.523796	ee
5	1	2	1	9	6	1229	415	51	24	96.517677	132
4	1	2	1	10	0	0	437	1279	45	-1	
5	1	2	1	10	1	0	437	320	37	39.734879	ee
5	1	2	1	10	2	326	467	837	14	21.813118	ee
5	1	2	1	10	3	1227	457	52	25	93.213188	130
4	1	2	1	11	0	0	479	1278	44	-1	
5	1	2	1	11	1	0	479	56	25	0.199425	ee
5	1	2	1	11	2	71	483	135	29	19.112579	ees
5	1	2	1	11	3	220	486	157	26	0.000000	eeeier
5	1	2	1	11	4	390	488	99	31	0.000000	pinion.
5	1	2	1	11	5	1227	498	51	25	96.271202	132
4	1	2	1	12	0	0	524	1278	41	-1	
