level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1715	2450	-1	
2	1	1	0	0	0	608	66	520	49	-1	
3	1	1	1	0	0	581	62	547	53	-1	
4	1	1	1	1	0	608	66	520	49	-1	
5	1	1	1	1	1	581	62	17	21	47.545261	~
5	1	1	1	1	2	608	66	360	37	96.745056	NOMENCLATURE
5	1	1	1	1	3	992	73	136	42	96.095917	INDEX
2	1	2	0	0	0	201	643	1180	131	-1	
3	1	2	1	0	0	201	643	1180	131	-1	
4	1	2	1	1	0	202	643	1179	47	-1	
5	1	2	1	1	1	202	643	121	29	0.000000	Cuprol
5	1	2	1	1	2	338	647	87	33	41.436615	ants,
5	1	2	1	1	3	440	649	80	26	0.000000	fonts
5	1	2	1	1	4	573	672	5	4	44.557693	2
5	1	2	1	1	5	615	674	21	2	0.000000	3
5	1	2	1	1	6	679	674	13	3	15.534744	5
5	1	2	1	1	7	720	675	65	4	15.905670	se
5	1	2	1	1	8	830	677	123	5	1.113693	eS
5	1	2	1	1	9	1036	680	122	5	19.821564	ee
4	1	2	1	2	0	202	685	1178	47	-1	
5	1	2	1	2	1	202	685	222	37	0.000000	Coming
5	1	2	1	2	2	440	698	63	18	12.658279	tetra)
5	1	2	1	2	3	596	714	76	5	0.000000	6
5	1	2	1	2	4	780	717	190	7	27.447174	eo
4	1	2	1	3	0	201	727	1179	47	-1	
5	1	2	1	3	1	201	727	183	35	20.033638	COG
5	1	2	1	3	2	412	732	33	25	24.275681	in
5	1	2	1	3	3	513	755	103	5	19.343933	ee
5	1	2	1	3	4	655	758	109	4	29.433884	ee
5	1	2	1	3	5	820	761	70	3	26.701149	ee
5	1	2	1	3	6	976	763	175	6	31.830635	ee
2	1	3	0	0	0	192	1029	1182	338	-1	
3	1	3	1	0	0	192	1029	1182	338	-1	
4	1	3	1	1	0	196	1029	1178	45	-1	
5	1	3	1	1	1	196	1029	120	34	0.000000	Huei,
5	1	3	1	1	2	332	1033	157	26	0.405304	camsbalt
5	1	3	1	1	3	503	1035	123	33	21.809700	housing:
5	1	3	1	1	4	691	1059	50	4	33.889336	2
5	1	3	1	1	5	801	1061	32	4	0.000000	=
4	1	3	1	2	0	196	1071	1159	44	-1	
5	1	3	1	2	1	196	1071	119	34	21.680588	Bugine,
5	1	3	1	2	2	332	1076	156	25	0.000000	cmn-shalt
5	1	3	1	2	3	503	1077	179	27	0.000000	lowershatt.
5	1	3	1	2	4	759	1102	53	4	34.353073	=
