level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1715	2450	-1	
2	1	1	0	0	0	287	180	254	27	-1	
3	1	1	1	0	0	287	180	254	27	-1	
4	1	1	1	1	0	287	180	254	27	-1	
5	1	1	1	1	1	287	183	100	24	62.008205	Puate
5	1	1	1	1	2	410	181	56	25	96.689049	No.
5	1	1	1	1	3	490	180	51	25	92.442764	132
2	1	2	0	0	0	1304	522	1	23	-1	
3	1	2	1	0	0	1304	522	1	23	-1	
4	1	2	1	1	0	1304	522	1	23	-1	
5	1	2	1	1	1	1304	522	1	23	95.000000	 
2	1	3	0	0	0	708	655	1	20	-1	
3	1	3	1	0	0	708	655	1	20	-1	
4	1	3	1	1	0	708	655	1	20	-1	
5	1	3	1	1	1	708	655	1	20	95.000000	 
2	1	4	0	0	0	1348	677	1	17	-1	
3	1	4	1	0	0	1348	677	1	17	-1	
4	1	4	1	1	0	1348	677	1	17	-1	
5	1	4	1	1	1	1348	677	1	17	95.000000	 
2	1	5	0	0	0	1238	718	17	1	-1	
3	1	5	1	0	0	1238	718	17	1	-1	
4	1	5	1	1	0	1238	718	17	1	-1	
5	1	5	1	1	1	1238	718	17	1	95.000000	 
2	1	6	0	0	0	1248	703	1	21	-1	
3	1	6	1	0	0	1248	703	1	21	-1	
4	1	6	1	1	0	1248	703	1	21	-1	
5	1	6	1	1	1	1248	703	1	21	95.000000	 
2	1	7	0	0	0	1246	718	1	19	-1	
3	1	7	1	0	0	1246	718	1	19	-1	
4	1	7	1	1	0	1246	718	1	19	-1	
5	1	7	1	1	1	1246	718	1	19	95.000000	 
2	1	8	0	0	0	1374	724	1	18	-1	
3	1	8	1	0	0	1374	724	1	18	-1	
4	1	8	1	1	0	1374	724	1	18	-1	
5	1	8	1	1	1	1374	724	1	18	95.000000	 
2	1	9	0	0	0	1210	759	29	1	-1	
3	1	9	1	0	0	1210	759	29	1	-1	
4	1	9	1	1	0	1210	759	29	1	-1	
5	1	9	1	1	1	1210	759	29	1	95.000000	 
2	1	10	0	0	0	1217	757	1	19	-1	
3	1	10	1	0	0	1217	757	1	19	-1	
4	1	10	1	1	0	1217	757	1	19	-1	
5	1	10	1	1	1	1217	757	1	19	95.000000	 
2	1	11	0	0	0	1216	768	24	1	-1	
3	1	11	1	0	0	1216	768	24	1	-1	
4	1	11	1	1	0	1216	768	24	1	-1	
5	1	11	1	1	1	1216	768	24	1	95.000000	 
2	1	12	0	0	0	1233	753	1	25	-1	
3	1	12	1	0	0	1233	753	1	25	-1	
4	1	12	1	1	0	1233	753	1	25	-1	
5	1	12	1	1	1	1233	753	1	25	95.000000	 
2	1	13	0	0	0	1233	779	22	1	-1	
3	1	13	1	0	0	1233	779	22	1	-1	
4	1	13	1	1	0	1233	779	22	1	-1	
5	1	13	1	1	1	1233	779	22	1	95.000000	 
2	1	14	0	0	0	1240	771	1	18	-1	
3	1	14	1	0	0	1240	771	1	18	-1	
4	1	14	1	1	0	1240	771	1	18	-1	
5	1	14	1	1	1	1240	771	1	18	95.000000	 
2	1	15	0	0	0	1238	781	25	1	-1	
3	1	15	1	0	0	1238	781	25	1	-1	
4	1	15	1	1	0	1238	781	25	1	-1	
5	1	15	1	1	1	1238	781	25	1	95.000000	 
2	1	16	0	0	0	1238	768	1	27	-1	
3	1	16	1	0	0	1238	768	1	27	-1	
4	1	16	1	1	0	1238	768	1	27	-1	
5	1	16	1	1	1	1238	768	1	27	95.000000	 
2	1	17	0	0	0	974	791	1	20	-1	
3	1	17	1	0	0	974	791	1	20	-1	
4	1	17	1	1	0	974	791	1	20	-1	
5	1	17	1	1	1	974	791	1	20	95.000000	 
2	1	18	0	0	0	718	808	29	1	-1	
3	1	18	1	0	0	718	808	29	1	-1	
4	1	18	1	1	0	718	808	29	1	-1	
5	1	18	1	1	1	718	808	29	1	95.000000	 
2	1	19	0	0	0	718	810	24	1	-1	
3	1	19	1	0	0	718	810	24	1	-1	
4	1	19	1	1	0	718	810	24	1	-1	
5	1	19	1	1	1	718	810	24	1	95.000000	 
2	1	20	0	0	0	733	795	1	23	-1	
3	1	20	1	0	0	733	795	1	23	-1	
4	1	20	1	1	0	733	795	1	23	-1	
5	1	20	1	1	1	733	795	1	23	95.000000	 
2	1	21	0	0	0	724	807	1	20	-1	
3	1	21	1	0	0	724	807	1	20	-1	
4	1	21	1	1	0	724	807	1	20	-1	
5	1	21	1	1	1	724	807	1	20	95.000000	 
2	1	22	0	0	0	716	817	22	1	-1	
3	1	22	1	0	0	716	817	22	1	-1	
4	1	22	1	1	0	716	817	22	1	-1	
5	1	22	1	1	1	716	817	22	1	95.000000	 
