level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1625	2450	-1	
2	1	1	0	0	0	768	0	65	15	-1	
3	1	1	1	0	0	768	0	65	15	-1	
4	1	1	1	1	0	768	0	65	15	-1	
5	1	1	1	1	1	768	0	65	15	50.628075	aa
2	1	2	0	0	0	540	69	522	28	-1	
3	1	2	1	0	0	540	69	522	28	-1	
4	1	2	1	1	0	540	69	522	28	-1	
5	1	2	1	1	1	540	69	276	23	93.267456	NOMENCLATURE
5	1	2	1	1	2	833	73	229	24	92.780258	LIST—Continued
2	1	3	0	0	0	150	111	1308	24	-1	
3	1	3	1	0	0	150	111	1308	24	-1	
4	1	3	1	1	0	150	111	1308	24	-1	
5	1	3	1	1	1	150	111	1308	24	95.000000	 
2	1	4	0	0	0	141	243	1118	20	-1	
3	1	4	1	0	0	141	243	1118	20	-1	
4	1	4	1	1	0	141	243	1118	20	-1	
5	1	4	1	1	1	141	243	1118	20	95.000000	 
2	1	5	0	0	0	181	427	8	369	-1	
3	1	5	1	0	0	181	427	8	369	-1	
4	1	5	1	1	0	181	427	8	369	-1	
5	1	5	1	1	1	181	427	8	369	95.000000	 
2	1	6	0	0	0	126	984	220	651	-1	
3	1	6	1	0	0	126	984	220	651	-1	
4	1	6	1	1	0	126	984	220	146	-1	
5	1	6	1	1	1	126	984	220	146	95.000000	 
4	1	6	1	2	0	230	1273	114	172	-1	
5	1	6	1	2	1	230	1273	114	172	95.000000	   
4	1	6	1	3	0	230	1464	114	171	-1	
5	1	6	1	3	1	230	1464	114	171	95.000000	    
2	1	7	0	0	0	329	124	33	1739	-1	
3	1	7	1	0	0	329	124	33	1739	-1	
4	1	7	1	1	0	329	124	33	1739	-1	
5	1	7	1	1	1	329	124	33	1739	95.000000	 
2	1	8	0	0	0	455	482	8	316	-1	
3	1	8	1	0	0	455	482	8	316	-1	
4	1	8	1	1	0	455	482	8	316	-1	
5	1	8	1	1	1	455	482	8	316	95.000000	 
2	1	9	0	0	0	846	462	9	392	-1	
3	1	9	1	0	0	846	462	9	392	-1	
4	1	9	1	1	0	846	462	9	392	-1	
5	1	9	1	1	1	846	462	9	392	95.000000	 
2	1	10	0	0	0	671	1717	13	344	-1	
3	1	10	1	0	0	671	1717	13	344	-1	
4	1	10	1	1	0	671	1717	13	344	-1	
5	1	10	1	1	1	671	1717	13	344	95.000000	 
2	1	11	0	0	0	629	1767	7	319	-1	
3	1	11	1	0	0	629	1767	7	319	-1	
4	1	11	1	1	0	629	1767	7	319	-1	
5	1	11	1	1	1	629	1767	7	319	95.000000	 
2	1	12	0	0	0	604	1715	10	447	-1	
3	1	12	1	0	0	604	1715	10	447	-1	
4	1	12	1	1	0	604	1715	10	447	-1	
5	1	12	1	1	1	604	1715	10	447	95.000000	 
2	1	13	0	0	0	453	124	39	2133	-1	
3	1	13	1	0	0	453	124	39	2133	-1	
4	1	13	1	1	0	453	124	39	2133	-1	
5	1	13	1	1	1	453	124	39	2133	95.000000	 
2	1	14	0	0	0	97	148	1029	2120	-1	
3	1	14	1	0	0	97	148	1029	2120	-1	
4	1	14	1	1	0	369	148	104	21	-1	
5	1	14	1	1	1	369	148	104	21	96.662018	Number
4	1	14	1	2	0	192	169	934	36	-1	
5	1	14	1	2	1	192	169	53	21	96.263435	Part
5	1	14	1	2	2	256	171	44	20	96.868752	No.
5	1	14	1	2	3	438	198	4	3	34.638977	:
5	1	14	1	2	4	822	180	144	25	96.280449	Description
5	1	14	1	2	5	976	183	44	19	96.390671	and
5	1	14	1	2	6	1030	183	96	21	95.132477	location
4	1	14	1	3	0	368	198	104	20	-1	
5	1	14	1	3	1	368	198	104	20	96.268829	machine
4	1	14	1	4	0	912	288	87	19	-1	
5	1	14	1	4	1	912	288	87	19	96.016869	HULL
4	1	14	1	5	0	928	342	62	16	-1	
5	1	14	1	5	1	928	342	62	16	96.523277	ROOF
4	1	14	1	6	0	140	374	697	33	-1	
5	1	14	1	6	1	140	374	91	20	9.845390	M1899)
5	1	14	1	6	2	234	393	112	4	44.103958	2
5	1	14	1	6	3	456	381	12	17	67.247284	2
5	1	14	1	6	4	501	381	57	19	96.362740	Butt
5	1	14	1	6	5	568	383	62	23	96.759506	strap
5	1	14	1	6	6	640	383	23	19	96.483948	in
5	1	14	1	6	7	672	384	52	23	96.948921	roof,
5	1	14	1	6	8	736	384	101	21	96.040718	forward.
4	1	14	1	7	0	140	399	912	36	-1	
5	1	14	1	7	1	140	399	90	21	67.380836	M-1893
5	1	14	1	7	2	249	419	6	1	67.380836	__
5	1	14	1	7	3	456	406	11	18	65.518890	2
5	1	14	1	7	4	480	401	10	38	65.518890	|
5	1	14	1	7	5	502	405	139	26	96.864220	Connecting
5	1	14	1	7	6	651	409	69	23	96.728691	angle,
5	1	14	1	7	7	731	410	59	19	96.961754	front
5	1	14	1	7	8	800	410	88	25	96.819649	sloping
5	1	14	1	7	9	897	412	60	23	96.801918	plate
5	1	14	1	7	10	968	414	22	19	96.801918	to
5	1	14	1	7	11	999	414	53	20	93.014809	roof.
4	1	14	1	8	0	139	425	647	31	-1	
5	1	14	1	8	1	139	425	116	20	88.214455	M-1894__
5	1	14	1	8	2	456	431	11	18	63.232002	2
