level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1625	2450	-1	
2	1	1	0	0	0	687	0	64	29	-1	
3	1	1	1	0	0	687	0	64	29	-1	
4	1	1	1	1	0	687	0	64	29	-1	
5	1	1	1	1	1	687	0	64	29	0.000000	1d
2	1	2	0	0	0	1156	92	254	27	-1	
3	1	2	1	0	0	1156	92	254	27	-1	
4	1	2	1	1	0	1156	92	254	27	-1	
5	1	2	1	1	1	1156	92	100	25	44.738155	Puate
5	1	2	1	1	2	1279	93	57	25	96.829536	No.
5	1	2	1	1	3	1360	94	50	25	96.856514	115
2	1	3	0	0	0	272	522	1	18	-1	
3	1	3	1	0	0	272	522	1	18	-1	
4	1	3	1	1	0	272	522	1	18	-1	
5	1	3	1	1	1	272	522	1	18	95.000000	 
2	1	4	0	0	0	33	128	617	612	-1	
3	1	4	1	0	0	33	128	617	612	-1	
4	1	4	1	1	0	33	128	617	612	-1	
5	1	4	1	1	1	33	128	617	612	95.000000	 
2	1	5	0	0	0	107	807	654	161	-1	
3	1	5	1	0	0	563	807	105	33	-1	
4	1	5	1	1	0	563	807	105	33	-1	
5	1	5	1	1	1	563	807	34	33	53.486389	SH
5	1	5	1	1	2	606	810	62	30	51.454803	SOIE
3	1	5	2	0	0	408	850	268	36	-1	
4	1	5	2	1	0	562	850	114	36	-1	
5	1	5	2	1	1	562	850	114	36	86.506607	SH900C
3	1	5	3	0	0	107	882	654	86	-1	
4	1	5	3	1	0	107	882	568	50	-1	
5	1	5	3	1	1	107	882	119	36	72.256248	/SH9008
5	1	5	3	1	2	429	891	13	41	0.000000	;
5	1	5	3	1	3	560	893	115	34	14.282234	SHOOIA
4	1	5	3	2	0	431	935	330	33	-1	
5	1	5	3	2	1	431	935	2	24	11.783020	:
5	1	5	3	2	2	652	935	109	33	79.053375	SH9O3A
2	1	6	0	0	0	650	1009	486	99	-1	
3	1	6	1	0	0	650	1009	486	99	-1	
4	1	6	1	1	0	650	1009	114	32	-1	
5	1	6	1	1	1	650	1009	114	32	86.280785	SH900D
4	1	6	1	2	0	651	1055	485	53	-1	
5	1	6	1	2	1	651	1055	116	34	59.356201	SH90ID
5	1	6	1	2	2	1069	1071	67	37	16.110832	42h
2	1	7	0	0	0	1148	1097	21	1	-1	
3	1	7	1	0	0	1148	1097	21	1	-1	
4	1	7	1	1	0	1148	1097	21	1	-1	
5	1	7	1	1	1	1148	1097	21	1	95.000000	 
2	1	8	0	0	0	1163	1092	1	20	-1	
3	1	8	1	0	0	1163	1092	1	20	-1	
4	1	8	1	1	0	1163	1092	1	20	-1	
5	1	8	1	1	1	1163	1092	1	20	95.000000	 
2	1	9	0	0	0	1156	1097	1	18	-1	
3	1	9	1	0	0	1156	1097	1	18	-1	
4	1	9	1	1	0	1156	1097	1	18	-1	
5	1	9	1	1	1	1156	1097	1	18	95.000000	 
2	1	10	0	0	0	1142	1106	24	1	-1	
3	1	10	1	0	0	1142	1106	24	1	-1	
4	1	10	1	1	0	1142	1106	24	1	-1	
5	1	10	1	1	1	1142	1106	24	1	95.000000	 
2	1	11	0	0	0	186	1098	1	23	-1	
3	1	11	1	0	0	186	1098	1	23	-1	
4	1	11	1	1	0	186	1098	1	23	-1	
5	1	11	1	1	1	186	1098	1	23	95.000000	 
2	1	12	0	0	0	1079	1114	47	11	-1	
3	1	12	1	0	0	1079	1114	47	11	-1	
4	1	12	1	1	0	1079	1114	47	11	-1	
5	1	12	1	1	1	1079	1114	47	11	95.000000	 
2	1	13	0	0	0	1250	1119	20	1	-1	
3	1	13	1	0	0	1250	1119	20	1	-1	
4	1	13	1	1	0	1250	1119	20	1	-1	
5	1	13	1	1	1	1250	1119	20	1	95.000000	 
2	1	14	0	0	0	1249	1124	17	1	-1	
3	1	14	1	0	0	1249	1124	17	1	-1	
4	1	14	1	1	0	1249	1124	17	1	-1	
5	1	14	1	1	1	1249	1124	17	1	95.000000	 
2	1	15	0	0	0	1258	1118	1	19	-1	
3	1	15	1	0	0	1258	1118	1	19	-1	
4	1	15	1	1	0	1258	1118	1	19	-1	
5	1	15	1	1	1	1258	1118	1	19	95.000000	 
2	1	16	0	0	0	1251	1101	3	77	-1	
3	1	16	1	0	0	1251	1101	3	77	-1	
4	1	16	1	1	0	1251	1101	3	77	-1	
5	1	16	1	1	1	1251	1101	3	77	95.000000	 
2	1	17	0	0	0	1005	1152	57	20	-1	
3	1	17	1	0	0	1005	1152	57	20	-1	
4	1	17	1	1	0	1005	1152	57	20	-1	
5	1	17	1	1	1	1005	1152	57	20	95.000000	 
2	1	18	0	0	0	1236	1164	29	1	-1	
3	1	18	1	0	0	1236	1164	29	1	-1	
4	1	18	1	1	0	1236	1164	29	1	-1	
5	1	18	1	1	1	1236	1164	29	1	95.000000	 
2	1	19	0	0	0	1238	1173	21	1	-1	
3	1	19	1	0	0	1238	1173	21	1	-1	
4	1	19	1	1	0	1238	1173	21	1	-1	
5	1	19	1	1	1	1238	1173	21	1	95.000000	 
2	1	20	0	0	0	1244	1163	1	27	-1	
3	1	20	1	0	0	1244	1163	1	27	-1	
4	1	20	1	1	0	1244	1163	1	27	-1	
5	1	20	1	1	1	1244	1163	1	27	95.000000	 
2	1	21	0	0	0	1134	1165	59	32	-1	
