level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1625	2450	-1	
2	1	1	0	0	0	1047	324	257	27	-1	
3	1	1	1	0	0	1047	324	257	27	-1	
4	1	1	1	1	0	1047	324	257	27	-1	
5	1	1	1	1	1	1047	326	100	25	62.707687	Puate
5	1	1	1	1	2	1171	324	57	26	96.635323	No.
5	1	1	1	1	3	1252	324	52	25	96.868622	117
2	1	2	0	0	0	182	392	1154	490	-1	
3	1	2	1	0	0	182	392	1154	490	-1	
4	1	2	1	1	0	182	392	1154	490	-1	
5	1	2	1	1	1	182	392	1154	490	95.000000	 
2	1	3	0	0	0	678	908	159	20	-1	
3	1	3	1	0	0	678	908	159	20	-1	
4	1	3	1	1	0	678	908	159	20	-1	
5	1	3	1	1	1	678	908	159	20	96.029633	MUFFLER
2	1	4	0	0	0	1014	1266	260	27	-1	
3	1	4	1	0	0	1014	1266	260	27	-1	
4	1	4	1	1	0	1014	1266	260	27	-1	
5	1	4	1	1	1	1014	1268	101	25	60.502342	Puate
5	1	4	1	1	2	1138	1266	57	25	96.265900	No.
5	1	4	1	1	3	1214	1266	60	24	95.523460	118.
2	1	5	0	0	0	1170	1408	84	32	-1	
3	1	5	1	0	0	1170	1408	84	32	-1	
4	1	5	1	1	0	1170	1408	84	32	-1	
5	1	5	1	1	1	1170	1408	84	32	86.499092	Mug3
2	1	6	0	0	0	220	1364	1100	458	-1	
3	1	6	1	0	0	220	1364	1100	458	-1	
4	1	6	1	1	0	220	1364	1100	458	-1	
5	1	6	1	1	1	220	1364	1100	458	95.000000	 
2	1	7	0	0	0	625	1871	272	21	-1	
3	1	7	1	0	0	625	1871	272	21	-1	
4	1	7	1	1	0	625	1871	272	21	-1	
5	1	7	1	1	1	625	1872	160	20	95.074066	GASOLINE
5	1	7	1	1	2	805	1871	92	20	94.423630	TANK
